0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1	1.3	1.3	1.3	1.3	1.5	1.5	1.5	1.5
0.3			0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6	0.3	0.3	0.6	0.6
1.5			0.6	0.6	0.6	0.6	0.6	0.6	0.5	0.5	0.5	0.5	0.6	0.6	0.6	0.6	1	1	1.1	1.1	1.1	1.1								
