277	36802	0.07	1.7	11.1	16.3
278	36803	0.29	1.1	11.4	15.4
279	36804	2.06	1.1	8.8	15.9
280	36805	0.48	1.5	6.6	14.3
281	36806	1.40	1.0	4.6	12.2
282	36807	6.51	0.7	8.7	13.7
283	36808	14.90	1.3	6.2	13.8
284	36809	9.19	1.1	8.2	10.6
285	36810	4.19	1.9	8.2	13
286	36811	0.25	1.9	9.2	14.4
287	36812	0.00	1.2	8.6	14.1
288	36813	0.00	0.5	5.8	11.5
289	36814	0.67	0.6	7.1	12.5
290	36815	20.60	0.6	10.3	12.6
291	36816	0.00	1.3	7.5	14.9
292	36817	11.81	0.8	9.4	12.4
293	36818	2.71	1.1	8.9	15.9
294	36819	1.36	0.9	9.4	15.8
295	36820	0.00	1.5	13.8	19.2
296	36821	0.00	1.2	11.4	20
297	36822	2.17	1.4	13	18.4
298	36823	0.00	1.1	10.8	13.6
299	36824	0.27	1.2	10.7	14.8
300	36825	1.54	1.4	9.6	13.5
301	36826	12.73	0.9	9.5	13.5
302	36827	4.65	1.2	12.5	14.6
303	36828	2.94	1.5	8.1	12.9
304	36829	10.13	1.4	8	13.2
305	36830	2.58	1.8	8.4	13.2
306	36831	3.42	0.9	7.1	9.6
307	36832	5.41	1.1	6.2	11.5
308	36833	0.20	1.1	6.8	11.2
309	36834	0.00	0.7	4.8	9.7
310	36835	6.21	0.7	4.5	9.6
311	36836	4.69	1.1	8.2	12.3
312	36837	9.74	0.7	7.1	9.8
313	36838	1.90	0.6	7.5	8.9
314	36839	0.00	0.8	6.9	9.4
315	36840	0.63	0.9	5.4	9.9
316	36841	3.06	1.2	6.9	11.1
317	36842	9.63	1.1	8	9.8
318	36843	0.22	0.5	6.7	10.1
319	36844	2.85	0.4	4.2	8.1
320	36845	0.70	0.5	4	7.5
321	36846	4.89	0.6	5.7	8.6
322	36847	0.46	0.5	3.4	7.8
323	36848	1.70	0.5	3.5	8.6
324	36849	6.90	0.8	7.3	11.1
325	36850	2.67	0.5	4.7	7.7
326	36851	5.49	0.7	5.7	8.6
327	36852	3.30	1.1	7.2	10.4
328	36853	1.65	0.7	4.8	12.5
329	36854	1.82	0.6	6.3	9.6
330	36855	10.72	0.6	6.3	10.3
331	36856	2.39	0.7	6.3	9.5
332	36857	7.13	0.5	4.4	8.9
333	36858	0.06	0.7	9	14.6
334	36859	1.02	1.1	11.8	14.9
335	36860	0.24	0.4	7.3	12.3
336	36861	5.89	1.1	11.4	13.7
337	36862	15.52	0.4	10	12.7
338	36863	0.07	0.2	6.1	10.3
339	36864	1.76	0.8	5.7	9.2
340	36865	0.26	1.0	8.1	12.3
341	36866	4.09	0.7	9.1	12.8
342	36867	3.01	0.7	8.4	13.3
343	36868	1.04	1.7	10.5	16.1
344	36869	3.22	0.8	8.2	11.2
345	36870	6.62	1.1	8	12
346	36871	4.50	0.9	10	13.4
347	36872	3.62	1.1	11.7	13.8
348	36873	1.93	1.5	9.5	12.8
349	36874	3.60	0.7	5.5	9.7
350	36875	1.51	0.4	2.7	7.1
351	36876	0.00	0.4	1.7	4.8
352	36877	0.23	0.5	2.6	5.7
353	36878	1.55	0.2	2.4	6.7
354	36879	0.00	0.2	6.6	8
355	36880	0.00	0.3	2.6	6.7
356	36881	0.00	0.1	0.5	6.1
357	36882	0.00	0.0	-2.8	2.9
358	36883	0.00	0.0	-2.2	5.9
359	36884	3.63	0.3	-0.8	2.4
360	36885	0.14	0.3	-0.7	1.6
361	36886	0.34	0.3	-2.4	-0.7
362	36887	2.75	0.2	-0.9	0.2
363	36888	0.81	0.3	-0.7	3
364	36889	0.00	0.1	-1.6	0.9
365	36890	0.71	0.2	-1.8	3
366	36891	9.82	0.3	-0.7	1.8
367	36892	2.90	0.9	1.8	8.5
368	36893	0.54	1.1	7.9	11
369	36894	4.76	0.6	5.9	9.1
370	36895	11.04	0.7	7.2	9
371	36896	10.34	0.7	7	10.9
372	36897	1.11	0.4	5.3	8.1
373	36898	0.07	0.5	3.2	7.5
374	36899	1.70	0.2	1.8	5.8
375	36900	0.14	0.3	2.2	5.2
376	36901	11.47	0.3	1.8	3.5
377	36902	0.07	0.4	1.5	4
378	36903	0.00	0.6	-0.5	5
379	36904	0.00	0.6	-1.4	3
380	36905	0.00	0.7	-2.4	4.6
381	36906	0.00	0.3	-3.5	1.7
382	36907	0.00	0.2	-4.7	2.2
383	36908	0.00	0.0	-5.5	2.2
384	36909	0.00	0.2	-2.9	3
385	36910	1.13	0.2	-1.5	1.9
386	36911	0.00	0.3	-1.5	2
387	36912	15.91	0.4	-2.4	4.6
388	36913	3.13	0.6	5.2	9.1
389	36914	5.92	0.7	5.7	12
390	36915	0.60	1.0	5.7	12.5
391	36916	0.65	0.7	5.7	8.7
392	36917	7.40	0.9	4.5	7.2
393	36918	0.00	0.9	2.7	6.6
394	36919	1.29	0.3	0.4	7.5
395	36920	0.41	0.3	2.8	6.2
396	36921	0.07	0.4	1.1	4.4
397	36922	0.00	0.5	0.5	5.3
398	36923	0.00	0.2	-2.8	0
399	36924	9.58	0.3	-0.3	2.1
400	36925	13.42	0.4	2.6	8.5
401	36926	8.40	0.6	4.7	11
402	36927	3.38	1.0	8.4	10.5
403	36928	0.57	1.2	10.4	13.1
404	36929	4.40	0.9	9.3	11.8
405	36930	2.25	1.1	4.2	11.1
406	36931	0.00	0.8	2.2	7.6
407	36932	0.40	0.6	-0.1	6.8
408	36933	0.00	1.0	6.7	12.7
409	36934	19.84	0.9	7.7	12.8
410	36935	0.20	1.0	3.9	9
411	36936	0.00	0.6	1.6	6.4
412	36937	0.14	0.7	-0.4	13.5
413	36938	0.14	0.5	0.2	6.5
414	36939	0.00	0.8	4	6.4
415	36940	0.00	0.7	2	7.7
416	36941	0.06	0.7	2.5	7.1
417	36942	0.00	0.7	2.5	7.7
418	36943	0.74	0.5	3.2	8.3
419	36944	3.46	0.8	5.5	8.3
420	36945	0.90	0.9	-0.1	6.1
421	36946	5.25	0.6	-4.6	0.3
422	36947	2.35	0.7	-6	2.5
423	36948	0.00	0.8	0	4.9
424	36949	0.00	1.0	0.9	3.1
425	36950	4.20	0.9	2.6	7
426	36951	3.07	0.6	1.3	4.3
427	36952	0.00	0.8	-0.1	4.9
428	36953	1.33	0.7	-1	0.9
429	36954	0.00	0.6	-0.4	3
430	36955	0.00	0.8	0.6	4.7
431	36956	5.04	1.5	-0.5	11.2
432	36957	0.00	1.4	6.8	15.2
433	36958	6.07	0.8	7.7	11.4
434	36959	1.95	1.0	7.9	11.1
435	36960	2.07	1.0	9.1	13.1
436	36961	5.66	1.1	10.1	14.3
437	36962	5.21	1.8	5.9	11.7
438	36963	7.75	1.0	4.4	8.2
439	36964	1.17	1.3	4.2	10.1
440	36965	0.98	1.2	6.4	13.9
441	36966	0.07	1.6	8.2	14.7
442	36967	6.17	1.3	6.3	12.2
443	36968	10.28	0.9	3.9	8
444	36969	0.07	1.6	1.6	8.2
445	36970	8.09	1.2	-0.4	4.5
446	36971	6.44	1.2	2	11.5
447	36972	5.79	0.9	5.8	8.3
448	36973	2.94	1.2	8.6	12.7
449	36974	0.29	1.0	7.2	11.2
450	36975	0.00	0.8	2.9	6.3
451	36976	0.00	1.2	3	6.6
452	36977	0.80	1.8	3.5	10.6
453	36978	10.83	1.5	7	11.2
454	36979	7.36	1.1	6	9.4
455	36980	0.13	1.4	3.6	10.6
456	36981	0.00	1.8	4.2	12.9
457	36982	0.00	1.9	10	16.5
458	36983	0.00	3.5	8.7	22.2
459	36984	2.62	2.5	10.6	16.9
460	36985	6.93	1.9	5.6	11.7
461	36986	6.53	2.1	4.2	10.5
462	36987	2.93	1.7	9.5	13.3
463	36988	1.49	2.4	6.4	12.4
464	36989	3.74	1.6	5.8	10.1
465	36990	1.47	1.3	6.1	13.8
466	36991	8.54	1.5	7.6	10.6
467	36992	0.13	1.5	5.7	10.1
468	36993	0.82	1.7	3.8	9.8
469	36994	0.00	1.7	1.7	7.4
470	36995	14.66	1.5	-1.2	6.7
471	36996	2.79	1.5	7.1	10.5
472	36997	4.16	1.5	5.5	9.2
473	36998	5.17	1.5	4.4	8.3
474	36999	1.60	2.0	3.2	8.7
475	37000	4.13	1.8	1.9	7.6
476	37001	4.10	1.3	1.3	7.4
477	37002	0.55	2.1	1.7	10.3
478	37003	0.00	2.2	0.8	12.7
479	37004	0.00	2.3	2.9	14.3
480	37005	4.21	1.9	5	13.8
481	37006	9.92	2.6	8.7	14.8
482	37007	5.47	2.6	7.7	14.2
483	37008	4.23	1.5	8.4	12.5
484	37009	0.67	2.8	8.7	14.3
485	37010	0.16	3.1	8.2	16.5
486	37011	1.24	1.6	8.9	14.2
487	37012	0.29	1.5	9	13.5
488	37013	0.00	2.4	8.3	18.6
489	37014	6.96	2.0	8.7	15.8
490	37015	0.43	1.3	7.1	8.7
491	37016	0.07	2.8	5.3	12.3
492	37017	0.00	2.8	6.6	14
493	37018	0.00	3.1	8.7	15.7
494	37019	0.00	3.1	6.3	15.8
495	37020	0.00	4.2	10.1	23
496	37021	0.00	5.3	13.8	25.7
497	37022	0.00	5.7	12.8	26.4
498	37023	0.00	5.5	13.3	28.9
499	37024	0.00	5.4	14.2	27.2
500	37025	2.00	2.5	10.9	17.6
501	37026	1.46	3.8	8.7	20.9
502	37027	7.27	3.6	12	19.2
503	37028	0.72	3.8	9.9	15.3
504	37029	0.00	1.9	9.4	12.6
505	37030	0.00	3.4	8	17.1
506	37031	0.00	2.5	6.1	16.7
507	37032	0.00	4.3	8.3	19.1
508	37033	0.00	4.8	8.4	20.3
509	37034	0.00	5.2	9.8	23.6
510	37035	0.00	5.2	11.4	23.8
511	37036	0.00	4.4	10.3	23.9
512	37037	0.00	3.1	11.1	24.3
513	37038	0.00	3.1	11.6	20.1
514	37039	0.00	4.7	13.8	25.5
515	37040	0.00	5.4	15	23.8
516	37041	0.00	4.1	10.2	24.1
517	37042	0.14	3.7	11.6	17.1
518	37043	2.07	2.7	10	15.7
519	37044	4.31	2.1	9	14.3
520	37045	0.63	2.7	7.5	12.5
521	37046	0.14	2.4	6.8	16.1
522	37047	0.00	4.2	8.6	21.8
523	37048	0.07	3.8	13.5	20
524	37049	1.19	3.1	11.8	16.2
525	37050	0.00	3.4	9.2	16.7
526	37051	0.00	2.8	6.4	16.8
527	37052	0.00	2.8	9.1	15.8
528	37053	0.00	3.5	8.8	17.5
529	37054	0.10	3.2	8.3	18.7
530	37055	0.13	2.9	9.3	20.6
531	37056	0.27	4.1	8.5	24.1
532	37057	0.00	3.8	14.6	21.3
533	37058	7.19	3.5	12.6	21.3
534	37059	7.58	1.8	12.4	15.7
535	37060	0.14	2.4	10.6	14.8
536	37061	0.00	3.8	6	19.3
537	37062	0.00	5.3	11.2	24.3
538	37063	0.00	4.0	12.5	18.5
539	37064	0.00	3.2	9.6	17.9
540	37065	0.00	3.8	7.8	22.4
541	37066	0.00	4.7	13.5	27.8
542	37067	0.00	5.6	12.7	27.4
543	37068	4.65	6.6	15.5	31.9
544	37069	0.00	3.9	16.8	25.5
545	37070	0.00	3.7	14.1	21.8
546	37071	0.00	3.9	14	25.6
547	37072	0.00	4.0	17	23.9
548	37073	0.00	4.7	13.3	24.6
549	37074	0.00	2.6	14.2	23.6
550	37075	0.00	5.9	14.2	28.4
551	37076	0.00	6.8	16.6	30.7
552	37077	16.35	5.3	17.7	30.4
553	37078	12.32	3.4	18.1	26.1
554	37079	2.66	2.8	16.8	22.7
555	37080	0.40	2.2	15.5	17.8
556	37081	0.00	2.9	13.3	19.6
557	37082	3.53	2.9	15.2	21.4
558	37083	1.60	4.4	13.2	19.3
559	37084	0.00	3.1	12.7	18.3
560	37085	0.30	3.8	11.4	19.3
561	37086	3.66	2.0	12.7	16.3
562	37087	7.08	2.7	10.5	18.6
563	37088	0.00	3.6	10.1	20.8
564	37089	5.75	3.9	10.6	21.8
565	37090	4.32	2.4	13.9	17.4
566	37091	4.39	2.5	14	18.5
567	37092	1.56	2.7	12.7	18.2
568	37093	2.49	2.0	13	19.1
569	37094	29.72	2.8	16.1	24.5
570	37095	0.00	2.5	15.6	23.4
571	37096	0.00	3.8	14.8	25.4
572	37097	0.00	3.9	15.5	26.5
573	37098	0.14	4.0	15.3	27.6
574	37099	0.14	3.7	15.6	28.8
575	37100	0.00	4.8	17.2	26.8
576	37101	0.00	4.0	14.3	27.2
577	37102	0.00	4.8	18.7	28.9
578	37103	0.00	3.8	16.5	24.8
579	37104	0.00	4.0	13	23.1
580	37105	1.77	2.8	13.7	25.7
581	37106	2.54	3.3	17.3	23.1
582	37107	4.58	3.7	14.4	20.7
583	37108	0.06	4.0	14.2	21.3
584	37109	0.70	2.2	15	20.5
585	37110	15.19	2.2	16.1	20.4
586	37111	2.67	3.4	13.9	19.7
587	37112	6.54	2.6	13.5	18.8
588	37113	0.48	2.9	12.4	18.1
589	37114	0.00	3.7	11	21.4
590	37115	0.00	3.5	13.9	22.2
591	37116	0.00	3.6	17.2	24.2
592	37117	0.00	4.6	14.7	29.7
593	37118	0.92	4.7	18.6	31.2
594	37119	0.97	3.8	15.8	23.6
595	37120	0.00	3.4	13.5	24.6
596	37121	2.08	3.6	14.1	27.3
597	37122	4.25	3.1	16.6	23.2
598	37123	0.00	3.0	15.1	23.3
599	37124	0.00	2.9	12.9	25
600	37125	0.00	3.2	15.3	27.2
601	37126	0.00	3.4	16.5	29
602	37127	0.00	4.1	17.4	30.5
603	37128	0.00	4.8	20	31.8
604	37129	0.95	4.7	20.7	33.2
605	37130	0.00	3.6	13.8	22.3
606	37131	0.00	3.2	8.5	21.5
607	37132	0.00	3.6	11.2	22.8
608	37133	7.17	2.1	11.8	21.7
609	37134	3.41	1.9	13.6	18.3
610	37135	0.00	2.6	13.9	20.2
611	37136	6.77	1.4	12	18.6
612	37137	9.00	1.4	14.4	17.1
613	37138	20.06	1.8	12.3	15.4
614	37139	13.43	2.4	12.3	17.5
615	37140	1.00	2.0	13.2	19.8
616	37141	4.62	2.3	11.1	19
617	37142	3.43	2.3	10.2	17.5
618	37143	19.29	1.6	9.9	13.3
619	37144	3.97	1.4	9.8	13.8
620	37145	5.91	1.3	8.2	14.7
621	37146	5.22	1.9	12.5	18.1
622	37147	2.82	2.2	10.9	16.6
623	37148	2.80	1.7	8.2	16.9
624	37149	9.02	1.8	10.5	16.1
625	37150	17.48	1.2	9.4	13.3
626	37151	29.09	1.3	8.6	14.9
627	37152	1.08	1.4	8.4	14.6
628	37153	7.81	1.2	10.1	15.4
629	37154	6.02	1.3	12.2	15.9
630	37155	9.91	1.3	10.4	14.7
631	37156	2.27	1.5	6.2	15.6
632	37157	0.07	1.6	7.9	16.7
633	37158	0.16	1.2	9.7	16.6
634	37159	0.27	1.2	8.4	16.7
635	37160	5.74	1.0	8.5	15.2
636	37161	1.46	1.4	13.9	18.1
637	37162	0.00	1.8	11.6	20.6
638	37163	4.71	1.0	12.1	15.6
639	37164	7.06	1.4	12.4	18.4
640	37165	13.00	1.5	15.7	18.4
641	37166	7.05	1.9	14.9	22.2
642	37167	0.16	1.5	13.4	17.7
643	37168	0.00	1.9	11.2	17.9
644	37169	0.00	1.8	11.6	19.4
645	37170	8.89	1.4	14.4	18.1
646	37171	2.04	1.9	12.8	18
647	37172	0.03	2.4	12.6	17.2
648	37173	0.00	1.7	12.4	16.3
649	37174	0.00	1.8	10	17.1
650	37175	0.00	1.8	11	18.8
651	37176	0.00	1.6	9.5	21.7
652	37177	0.00	1.4	14.3	23.3
653	37178	0.89	1.2	15.4	18.8
654	37179	3.33	1.8	14.1	21.6
655	37180	0.14	1.2	9.7	17.7
656	37181	0.00	1.0	10	19
657	37182	0.72	1.1	14.1	18.5
658	37183	0.00	0.9	11.8	19
659	37184	1.33	1.2	15.1	19
660	37185	1.29	1.0	13.6	15.6
661	37186	1.30	1.1	10.7	15.9
662	37187	2.47	0.7	12.6	15.4
663	37188	1.25	0.7	10	14.4
664	37189	0.22	1.1	11.8	16.9
665	37190	2.42	1.0	11.1	15.4
666	37191	2.89	0.8	12.7	15
667	37192	0.13	0.6	10	15.2
668	37193	0.00	0.8	7.3	15
669	37194	0.07	1.5	11.2	18.1
670	37195	0.20	1.7	9	15.7
671	37196	0.00	0.8	4.8	13.2
672	37197	0.00	0.5	5.1	14
673	37198	0.00	0.5	4.4	13.9
674	37199	0.00	0.6	7.7	12.6
675	37200	0.43	0.7	5.8	12.8
676	37201	1.81	0.9	5.9	12.6
677	37202	12.18	0.7	8.8	12.8
